pokemon_identifier,move_identifier
butterfree-gigantamax,max-airstream
butterfree-gigantamax,max-mindstorm
butterfree-gigantamax,max-phantasm
butterfree-gigantamax,max-guard
weedle,max-lightning
weedle,max-ooze
weedle,max-flutterby
weedle,max-guard
kakuna,max-lightning
kakuna,max-flutterby
kakuna,max-steelspike
kakuna,max-guard
beedrill,max-strike
beedrill,max-overgrowth
beedrill,max-lightning
beedrill,max-knuckle
beedrill,max-ooze
beedrill,max-quake
beedrill,max-airstream
beedrill,max-mindstorm
beedrill,max-flutterby
beedrill,max-wyrmwind
beedrill,max-darkness
beedrill,max-guard
beedrill-mega,max-strike
beedrill-mega,max-overgrowth
beedrill-mega,max-lightning
beedrill-mega,max-knuckle
beedrill-mega,max-ooze
beedrill-mega,max-quake
beedrill-mega,max-airstream
beedrill-mega,max-mindstorm
beedrill-mega,max-flutterby
beedrill-mega,max-wyrmwind
beedrill-mega,max-darkness
beedrill-mega,max-guard
pidgey,max-strike
pidgey,max-flare
pidgey,max-ooze
pidgey,max-airstream
pidgey,max-mindstorm
pidgey,max-flutterby
pidgey,max-darkness
pidgey,max-steelspike
pidgey,max-guard
pidgeotto,max-strike
pidgeotto,max-flare
pidgeotto,max-ooze
pidgeotto,max-quake
pidgeotto,max-airstream
pidgeotto,max-mindstorm
pidgeotto,max-flutterby
pidgeotto,max-guard
pidgeot,max-strike
pidgeot,max-flare
pidgeot,max-ooze
pidgeot,max-quake
pidgeot,max-airstream
pidgeot,max-mindstorm
pidgeot,max-flutterby
pidgeot,max-guard
pidgeot-mega,max-strike
pidgeot-mega,max-flare
pidgeot-mega,max-ooze
pidgeot-mega,max-quake
pidgeot-mega,max-airstream
pidgeot-mega,max-mindstorm
pidgeot-mega,max-flutterby
pidgeot-mega,max-guard
rattata,max-strike
rattata,max-flare
rattata,max-lightning
rattata,max-hailstorm
rattata,max-knuckle
rattata,max-ooze
rattata,max-quake
rattata,max-mindstorm
rattata,max-flutterby
rattata,max-phantasm
rattata,max-darkness
rattata,max-steelspike
rattata,max-guard
rattata-alola,max-strike
rattata-alola,max-lightning
rattata-alola,max-hailstorm
rattata-alola,max-knuckle
rattata-alola,max-ooze
rattata-alola,max-quake
rattata-alola,max-mindstorm
rattata-alola,max-flutterby
rattata-alola,max-phantasm
rattata-alola,max-darkness
rattata-alola,max-steelspike
rattata-alola,max-guard
raticate,max-strike
raticate,max-lightning
raticate,max-hailstorm
raticate,max-knuckle
raticate,max-ooze
raticate,max-quake
raticate,max-mindstorm
raticate,max-flutterby
raticate,max-phantasm
raticate,max-darkness
raticate,max-steelspike
raticate,max-guard
raticate-alola,max-strike
raticate-alola,max-lightning
raticate-alola,max-hailstorm
raticate-alola,max-knuckle
raticate-alola,max-ooze
raticate-alola,max-quake
raticate-alola,max-mindstorm
raticate-alola,max-flutterby
raticate-alola,max-phantasm
raticate-alola,max-darkness
raticate-alola,max-steelspike
raticate-alola,max-guard
spearow,max-strike
spearow,max-flare
spearow,max-ooze
spearow,max-quake
spearow,max-airstream
spearow,max-mindstorm
spearow,max-flutterby
spearow,max-phantasm
spearow,max-darkness
spearow,max-steelspike
spearow,max-guard
fearow,max-strike
fearow,max-flare
fearow,max-ooze
fearow,max-quake
fearow,max-airstream
fearow,max-mindstorm
fearow,max-flutterby
fearow,max-darkness
fearow,max-guard
ekans,max-strike
ekans,max-geyser
ekans,max-overgrowth
ekans,max-hailstorm
ekans,max-ooze
ekans,max-quake
ekans,max-mindstorm
ekans,max-rockfall
ekans,max-phantasm
ekans,max-darkness
ekans,max-steelspike
ekans,max-guard
arbok,max-strike
arbok,max-geyser
arbok,max-overgrowth
arbok,max-hailstorm
arbok,max-ooze
arbok,max-quake
arbok,max-mindstorm
arbok,max-rockfall
arbok,max-phantasm
arbok,max-wyrmwind
arbok,max-darkness
arbok,max-steelspike
arbok,max-guard
pichu,max-strike
pichu,max-geyser
pichu,max-overgrowth
pichu,max-lightning
pichu,max-knuckle
pichu,max-mindstorm
pichu,max-flutterby
pichu,max-darkness
pichu,max-steelspike
pichu,max-starfall
pichu,max-guard
pichu-spiky-eared,max-strike
pichu-spiky-eared,max-geyser
pichu-spiky-eared,max-overgrowth
pichu-spiky-eared,max-lightning
pichu-spiky-eared,max-ooze
pichu-spiky-eared,max-quake
pichu-spiky-eared,max-mindstorm
pichu-spiky-eared,max-flutterby
pichu-spiky-eared,max-rockfall
pichu-spiky-eared,max-darkness
pichu-spiky-eared,max-steelspike
pichu-spiky-eared,max-starfall
pichu-spiky-eared,max-guard
pikachu,max-strike
pikachu,max-lightning
pikachu,max-knuckle
pikachu,max-ooze
pikachu,max-quake
pikachu,max-mindstorm
pikachu,max-flutterby
pikachu,max-darkness
pikachu,max-steelspike
pikachu,max-guard
pikachu-gigantamax,gmax-volt-crash
pikachu-gigantamax,max-strike
pikachu-gigantamax,max-lightning
pikachu-gigantamax,max-knuckle
pikachu-gigantamax,max-ooze
pikachu-gigantamax,max-quake
pikachu-gigantamax,max-mindstorm
pikachu-gigantamax,max-flutterby
pikachu-gigantamax,max-darkness
pikachu-gigantamax,max-steelspike
pikachu-gigantamax,max-guard
raichu,max-strike
raichu,max-lightning
raichu,max-knuckle
raichu,max-ooze
raichu,max-quake
raichu,max-mindstorm
raichu,max-flutterby
raichu,max-darkness
raichu,max-steelspike
raichu,max-guard
raichu-alola,max-strike
raichu-alola,max-lightning
raichu-alola,max-knuckle
raichu-alola,max-ooze
raichu-alola,max-quake
raichu-alola,max-mindstorm
raichu-alola,max-flutterby
raichu-alola,max-darkness
raichu-alola,max-steelspike
raichu-alola,max-guard
sandshrew,max-strike
sandshrew,max-knuckle
sandshrew,max-ooze
sandshrew,max-quake
sandshrew,max-mindstorm
sandshrew,max-flutterby
sandshrew,max-rockfall
sandshrew,max-darkness
sandshrew,max-steelspike
sandshrew,max-guard
sandshrew-alola,max-strike
sandshrew-alola,max-geyser
sandshrew-alola,max-hailstorm
sandshrew-alola,max-knuckle
sandshrew-alola,max-ooze
sandshrew-alola,max-quake
sandshrew-alola,max-mindstorm
sandshrew-alola,max-flutterby
sandshrew-alola,max-rockfall
sandshrew-alola,max-phantasm
sandshrew-alola,max-darkness
sandshrew-alola,max-steelspike
sandshrew-alola,max-guard
sandslash,max-strike
sandslash,max-knuckle
sandslash,max-ooze
sandslash,max-quake
sandslash,max-mindstorm
sandslash,max-flutterby
sandslash,max-rockfall
sandslash,max-darkness
sandslash,max-steelspike
sandslash,max-guard
sandslash-alola,max-strike
sandslash-alola,max-geyser
sandslash-alola,max-hailstorm
sandslash-alola,max-knuckle
sandslash-alola,max-ooze
sandslash-alola,max-quake
sandslash-alola,max-mindstorm
sandslash-alola,max-flutterby
sandslash-alola,max-rockfall
sandslash-alola,max-darkness
sandslash-alola,max-steelspike
sandslash-alola,max-guard
nidoran-female,max-strike
nidoran-female,max-geyser
nidoran-female,max-lightning
nidoran-female,max-hailstorm
nidoran-female,max-knuckle
nidoran-female,max-ooze
nidoran-female,max-quake
nidoran-female,max-mindstorm
nidoran-female,max-darkness
nidoran-female,max-steelspike
nidoran-female,max-starfall
nidoran-female,max-guard
nidorina,max-strike
nidorina,max-geyser
nidorina,max-lightning
nidorina,max-hailstorm
nidorina,max-knuckle
nidorina,max-ooze
nidorina,max-quake
nidorina,max-mindstorm
nidorina,max-darkness
nidorina,max-steelspike
nidorina,max-guard
nidoqueen,max-strike
nidoqueen,max-flare
nidoqueen,max-geyser
nidoqueen,max-lightning
nidoqueen,max-hailstorm
nidoqueen,max-knuckle
nidoqueen,max-ooze
nidoqueen,max-quake
nidoqueen,max-mindstorm
nidoqueen,max-rockfall
nidoqueen,max-phantasm
nidoqueen,max-wyrmwind
nidoqueen,max-darkness
nidoqueen,max-steelspike
nidoqueen,max-guard
nidoran-male,max-strike
nidoran-male,max-geyser
nidoran-male,max-lightning
nidoran-male,max-hailstorm
nidoran-male,max-knuckle
nidoran-male,max-ooze
nidoran-male,max-quake
nidoran-male,max-airstream
nidoran-male,max-mindstorm
nidoran-male,max-rockfall
nidoran-male,max-darkness
nidoran-male,max-steelspike
nidoran-male,max-guard
nidorino,max-strike
nidorino,max-geyser
nidorino,max-lightning
nidorino,max-hailstorm
nidorino,max-knuckle
nidorino,max-ooze
nidorino,max-quake
nidorino,max-airstream
nidorino,max-mindstorm
nidorino,max-steelspike
nidorino,max-guard
nidoking,max-strike
nidoking,max-flare
nidoking,max-geyser
nidoking,max-lightning
nidoking,max-hailstorm
nidoking,max-knuckle
nidoking,max-ooze
nidoking,max-quake
nidoking,max-airstream
nidoking,max-mindstorm
nidoking,max-flutterby
nidoking,max-rockfall
nidoking,max-phantasm
nidoking,max-wyrmwind
nidoking,max-darkness
nidoking,max-steelspike
nidoking,max-guard
cleffa,max-strike
cleffa,max-flare
cleffa,max-geyser
cleffa,max-overgrowth
cleffa,max-lightning
cleffa,max-hailstorm
cleffa,max-quake
cleffa,max-mindstorm
cleffa,max-flutterby
cleffa,max-phantasm
cleffa,max-darkness
cleffa,max-steelspike
cleffa,max-starfall
cleffa,max-guard
clefairy,max-strike
clefairy,max-flare
clefairy,max-geyser
clefairy,max-overgrowth
clefairy,max-lightning
clefairy,max-hailstorm
clefairy,max-knuckle
clefairy,max-ooze
clefairy,max-quake
clefairy,max-airstream
clefairy,max-mindstorm
clefairy,max-flutterby
clefairy,max-rockfall
clefairy,max-phantasm
clefairy,max-darkness
clefairy,max-steelspike
clefairy,max-starfall
clefairy,max-guard
clefable,max-strike
clefable,max-flare
clefable,max-geyser
clefable,max-overgrowth
clefable,max-lightning
clefable,max-hailstorm
clefable,max-knuckle
clefable,max-ooze
clefable,max-quake
clefable,max-airstream
clefable,max-mindstorm
clefable,max-flutterby
clefable,max-rockfall
clefable,max-phantasm
clefable,max-darkness
clefable,max-steelspike
clefable,max-starfall
clefable,max-guard
vulpix,max-strike
vulpix,max-flare
vulpix,max-ooze
vulpix,max-quake
vulpix,max-mindstorm
vulpix,max-phantasm
vulpix,max-darkness
vulpix,max-steelspike
vulpix,max-starfall
vulpix,max-guard
vulpix-alola,max-strike
vulpix-alola,max-geyser
vulpix-alola,max-hailstorm
vulpix-alola,max-ooze
vulpix-alola,max-quake
vulpix-alola,max-mindstorm
vulpix-alola,max-phantasm
vulpix-alola,max-darkness
vulpix-alola,max-steelspike
vulpix-alola,max-starfall
vulpix-alola,max-guard
ninetales,max-strike
ninetales,max-flare
ninetales,max-overgrowth
ninetales,max-ooze
ninetales,max-quake
ninetales,max-mindstorm
ninetales,max-phantasm
ninetales,max-darkness
ninetales,max-steelspike
ninetales,max-guard
ninetales-alola,max-strike
ninetales-alola,max-geyser
ninetales-alola,max-hailstorm
ninetales-alola,max-ooze
ninetales-alola,max-quake
ninetales-alola,max-mindstorm
ninetales-alola,max-phantasm
ninetales-alola,max-darkness
ninetales-alola,max-steelspike
ninetales-alola,max-starfall
ninetales-alola,max-guard
igglybuff,max-strike
igglybuff,max-flare
igglybuff,max-geyser
igglybuff,max-overgrowth
igglybuff,max-lightning
igglybuff,max-hailstorm
igglybuff,max-ooze
igglybuff,max-airstream
igglybuff,max-mindstorm
igglybuff,max-phantasm
igglybuff,max-darkness
igglybuff,max-starfall
igglybuff,max-guard
jigglypuff,max-strike
jigglypuff,max-flare
jigglypuff,max-geyser
jigglypuff,max-overgrowth
jigglypuff,max-lightning
jigglypuff,max-hailstorm
jigglypuff,max-knuckle
jigglypuff,max-ooze
jigglypuff,max-quake
jigglypuff,max-airstream
jigglypuff,max-mindstorm
jigglypuff,max-rockfall
jigglypuff,max-phantasm
jigglypuff,max-darkness
jigglypuff,max-starfall
jigglypuff,max-guard
wigglytuff,max-strike
wigglytuff,max-flare
wigglytuff,max-geyser
wigglytuff,max-overgrowth
wigglytuff,max-lightning
wigglytuff,max-hailstorm
wigglytuff,max-knuckle
wigglytuff,max-ooze
wigglytuff,max-quake
wigglytuff,max-airstream
wigglytuff,max-mindstorm
wigglytuff,max-rockfall
wigglytuff,max-phantasm
wigglytuff,max-darkness
wigglytuff,max-starfall
wigglytuff,max-guard
zubat,max-strike
zubat,max-flare
zubat,max-overgrowth
zubat,max-hailstorm
zubat,max-ooze
zubat,max-airstream
zubat,max-mindstorm
zubat,max-flutterby
zubat,max-phantasm
zubat,max-darkness
zubat,max-steelspike
zubat,max-guard
golbat,max-strike
golbat,max-flare
golbat,max-overgrowth
golbat,max-hailstorm
golbat,max-ooze
golbat,max-airstream
golbat,max-mindstorm
golbat,max-flutterby
golbat,max-phantasm
golbat,max-darkness
golbat,max-guard
crobat,max-strike
crobat,max-flare
crobat,max-geyser
crobat,max-overgrowth
crobat,max-hailstorm
crobat,max-knuckle
crobat,max-ooze
crobat,max-airstream
crobat,max-mindstorm
crobat,max-flutterby
crobat,max-phantasm
crobat,max-darkness
crobat,max-steelspike
crobat,max-guard
oddish,max-strike
oddish,max-overgrowth
oddish,max-ooze
oddish,max-mindstorm
oddish,max-starfall
oddish,max-guard
gloom,max-strike
gloom,max-overgrowth
gloom,max-knuckle
gloom,max-ooze
gloom,max-mindstorm
gloom,max-starfall
gloom,max-guard
vileplume,max-strike
vileplume,max-overgrowth
vileplume,max-knuckle
vileplume,max-ooze
vileplume,max-mindstorm
vileplume,max-starfall
vileplume,max-guard
bellossom,max-strike
bellossom,max-flare
bellossom,max-overgrowth
bellossom,max-knuckle
bellossom,max-ooze
bellossom,max-mindstorm
bellossom,max-flutterby
bellossom,max-darkness
bellossom,max-starfall
bellossom,max-guard
paras,max-strike
paras,max-overgrowth
paras,max-knuckle
paras,max-ooze
paras,max-quake
paras,max-mindstorm
paras,max-flutterby
paras,max-rockfall
paras,max-darkness
paras,max-steelspike
paras,max-guard
parasect,max-strike
parasect,max-overgrowth
parasect,max-knuckle
parasect,max-ooze
parasect,max-quake
parasect,max-mindstorm
parasect,max-flutterby
parasect,max-darkness
parasect,max-guard
venonat,max-strike
venonat,max-overgrowth
venonat,max-ooze
venonat,max-mindstorm
venonat,max-flutterby
venonat,max-guard
venomoth,max-strike
venomoth,max-overgrowth
venomoth,max-ooze
venomoth,max-airstream
venomoth,max-mindstorm
venomoth,max-flutterby
venomoth,max-guard
diglett,max-strike
diglett,max-knuckle
diglett,max-ooze
diglett,max-quake
diglett,max-mindstorm
diglett,max-rockfall
diglett,max-darkness
diglett,max-guard
diglett-alola,max-strike
diglett-alola,max-knuckle
diglett-alola,max-ooze
diglett-alola,max-quake
diglett-alola,max-mindstorm
diglett-alola,max-rockfall
diglett-alola,max-darkness
diglett-alola,max-steelspike
diglett-alola,max-guard
dugtrio,max-strike
dugtrio,max-ooze
dugtrio,max-quake
dugtrio,max-mindstorm
dugtrio,max-rockfall
dugtrio,max-darkness
dugtrio,max-guard
dugtrio-alola,max-strike
dugtrio-alola,max-ooze
dugtrio-alola,max-quake
dugtrio-alola,max-mindstorm
dugtrio-alola,max-rockfall
dugtrio-alola,max-darkness
dugtrio-alola,max-steelspike
dugtrio-alola,max-guard
meowth,max-strike
meowth,max-geyser
meowth,max-overgrowth
meowth,max-lightning
meowth,max-hailstorm
meowth,max-ooze
meowth,max-quake
meowth,max-mindstorm
meowth,max-flutterby
meowth,max-phantasm
meowth,max-darkness
meowth,max-steelspike
meowth,max-starfall
meowth,max-guard
meowth-alola,max-strike
meowth-alola,max-geyser
meowth-alola,max-overgrowth
meowth-alola,max-lightning
meowth-alola,max-hailstorm
meowth-alola,max-ooze
meowth-alola,max-mindstorm
meowth-alola,max-flutterby
meowth-alola,max-phantasm
meowth-alola,max-darkness
meowth-alola,max-steelspike
meowth-alola,max-starfall
meowth-alola,max-guard
meowth-galar,max-strike
meowth-galar,max-flare
meowth-galar,max-geyser
meowth-galar,max-overgrowth
meowth-galar,max-lightning
meowth-galar,max-ooze
meowth-galar,max-quake
meowth-galar,max-mindstorm
meowth-galar,max-flutterby
meowth-galar,max-phantasm
meowth-galar,max-darkness
meowth-galar,max-steelspike
meowth-galar,max-starfall
meowth-galar,max-guard
meowth-gigantamax,gmax-gold-rush
meowth-gigantamax,max-strike
meowth-gigantamax,max-geyser
meowth-gigantamax,max-overgrowth
meowth-gigantamax,max-lightning
meowth-gigantamax,max-hailstorm
meowth-gigantamax,max-ooze
meowth-gigantamax,max-quake
meowth-gigantamax,max-mindstorm
meowth-gigantamax,max-flutterby
meowth-gigantamax,max-phantasm
meowth-gigantamax,max-darkness
meowth-gigantamax,max-steelspike
meowth-gigantamax,max-starfall
meowth-gigantamax,max-guard
persian,max-strike
persian,max-geyser
persian,max-overgrowth
persian,max-lightning
persian,max-hailstorm
persian,max-ooze
persian,max-quake
persian,max-mindstorm
persian,max-flutterby
persian,max-phantasm
persian,max-darkness
persian,max-steelspike
persian,max-starfall
persian,max-guard
persian-alola,max-strike
persian-alola,max-geyser
persian-alola,max-overgrowth
persian-alola,max-lightning
persian-alola,max-hailstorm
persian-alola,max-ooze
persian-alola,max-mindstorm
persian-alola,max-flutterby
persian-alola,max-phantasm
persian-alola,max-darkness
persian-alola,max-steelspike
persian-alola,max-starfall
persian-alola,max-guard
perrserker,max-strike
perrserker,max-flare
perrserker,max-geyser
perrserker,max-overgrowth
perrserker,max-lightning
perrserker,max-knuckle
perrserker,max-ooze
perrserker,max-quake
perrserker,max-mindstorm
perrserker,max-flutterby
perrserker,max-phantasm
perrserker,max-darkness
perrserker,max-steelspike
perrserker,max-starfall
perrserker,max-guard
psyduck,max-strike
psyduck,max-geyser
psyduck,max-overgrowth
psyduck,max-hailstorm
psyduck,max-knuckle
psyduck,max-ooze
psyduck,max-quake
psyduck,max-mindstorm
psyduck,max-flutterby
psyduck,max-phantasm
psyduck,max-steelspike
psyduck,max-guard
golduck,max-strike
golduck,max-geyser
golduck,max-overgrowth
golduck,max-hailstorm
golduck,max-knuckle
golduck,max-ooze
golduck,max-quake
golduck,max-mindstorm
golduck,max-flutterby
golduck,max-steelspike
golduck,max-guard
mankey,max-strike
mankey,max-flare
mankey,max-overgrowth
mankey,max-lightning
mankey,max-hailstorm
mankey,max-knuckle
mankey,max-ooze
mankey,max-quake
mankey,max-mindstorm
mankey,max-flutterby
mankey,max-rockfall
mankey,max-phantasm
mankey,max-wyrmwind
mankey,max-darkness
mankey,max-steelspike
mankey,max-guard
primeape,max-strike
primeape,max-flare
primeape,max-overgrowth
primeape,max-lightning
primeape,max-hailstorm
primeape,max-knuckle
primeape,max-ooze
primeape,max-quake
primeape,max-mindstorm
primeape,max-flutterby
primeape,max-rockfall
primeape,max-phantasm
primeape,max-wyrmwind
primeape,max-darkness
primeape,max-steelspike
primeape,max-guard
growlithe,max-strike
growlithe,max-flare
growlithe,max-knuckle
growlithe,max-ooze
growlithe,max-quake
growlithe,max-mindstorm
growlithe,max-wyrmwind
growlithe,max-darkness
growlithe,max-steelspike
growlithe,max-starfall
growlithe,max-guard
arcanine,max-strike
arcanine,max-flare
arcanine,max-overgrowth
arcanine,max-knuckle
arcanine,max-ooze
arcanine,max-quake
arcanine,max-mindstorm
arcanine,max-wyrmwind
arcanine,max-darkness
arcanine,max-steelspike
arcanine,max-starfall
arcanine,max-guard
poliwag,max-strike
poliwag,max-geyser
poliwag,max-hailstorm
poliwag,max-knuckle
poliwag,max-ooze
poliwag,max-quake
poliwag,max-mindstorm
poliwag,max-guard
poliwhirl,max-strike
poliwhirl,max-geyser
poliwhirl,max-hailstorm
poliwhirl,max-knuckle
poliwhirl,max-ooze
poliwhirl,max-quake
poliwhirl,max-mindstorm
poliwhirl,max-guard
poliwrath,max-strike
poliwrath,max-geyser
poliwrath,max-hailstorm
poliwrath,max-knuckle
poliwrath,max-ooze
poliwrath,max-quake
poliwrath,max-mindstorm
poliwrath,max-rockfall
poliwrath,max-wyrmwind
poliwrath,max-darkness
poliwrath,max-guard
politoed,max-strike
politoed,max-geyser
politoed,max-hailstorm
politoed,max-knuckle
politoed,max-ooze
politoed,max-quake
politoed,max-airstream
politoed,max-mindstorm
politoed,max-darkness
politoed,max-guard
abra,max-strike
abra,max-flare
abra,max-lightning
abra,max-hailstorm
abra,max-knuckle
abra,max-ooze
abra,max-mindstorm
abra,max-flutterby
abra,max-phantasm
abra,max-darkness
abra,max-steelspike
abra,max-starfall
abra,max-guard
kadabra,max-strike
kadabra,max-flare
kadabra,max-lightning
kadabra,max-hailstorm
kadabra,max-knuckle
kadabra,max-ooze
kadabra,max-quake
kadabra,max-mindstorm
kadabra,max-flutterby
kadabra,max-phantasm
kadabra,max-darkness
kadabra,max-steelspike
kadabra,max-starfall
kadabra,max-guard
alakazam,max-strike
alakazam,max-flare
alakazam,max-lightning
alakazam,max-hailstorm
alakazam,max-knuckle
alakazam,max-ooze
alakazam,max-quake
alakazam,max-mindstorm
alakazam,max-flutterby
alakazam,max-phantasm
alakazam,max-darkness
alakazam,max-steelspike
alakazam,max-starfall
alakazam,max-guard
alakazam-mega,max-strike
alakazam-mega,max-flare
alakazam-mega,max-lightning
alakazam-mega,max-hailstorm
alakazam-mega,max-knuckle
alakazam-mega,max-ooze
alakazam-mega,max-quake
alakazam-mega,max-mindstorm
alakazam-mega,max-flutterby
alakazam-mega,max-phantasm
alakazam-mega,max-darkness
alakazam-mega,max-steelspike
alakazam-mega,max-starfall
alakazam-mega,max-guard
machop,max-strike
machop,max-flare
machop,max-lightning
machop,max-hailstorm
machop,max-knuckle
machop,max-ooze
machop,max-quake
machop,max-mindstorm
machop,max-rockfall
machop,max-wyrmwind
machop,max-darkness
machop,max-steelspike
machop,max-guard
machoke,max-strike
machoke,max-flare
machoke,max-lightning
machoke,max-hailstorm
machoke,max-knuckle
machoke,max-ooze
machoke,max-quake
machoke,max-mindstorm
machoke,max-rockfall
machoke,max-wyrmwind
machoke,max-darkness
machoke,max-guard
machamp,max-strike
machamp,max-flare
machamp,max-lightning
machamp,max-hailstorm
machamp,max-knuckle
machamp,max-ooze
machamp,max-quake
machamp,max-mindstorm
machamp,max-rockfall
machamp,max-wyrmwind
machamp,max-darkness
machamp,max-guard
machamp-gigantamax,gmax-chi-strike
machamp-gigantamax,max-strike
machamp-gigantamax,max-flare
machamp-gigantamax,max-lightning
machamp-gigantamax,max-hailstorm
machamp-gigantamax,max-knuckle
machamp-gigantamax,max-ooze
machamp-gigantamax,max-quake
machamp-gigantamax,max-mindstorm
machamp-gigantamax,max-rockfall
machamp-gigantamax,max-wyrmwind
machamp-gigantamax,max-darkness
machamp-gigantamax,max-guard
bellsprout,max-strike
bellsprout,max-overgrowth
bellsprout,max-ooze
bellsprout,max-mindstorm
bellsprout,max-flutterby
bellsprout,max-darkness
bellsprout,max-guard
weepinbell,max-strike
weepinbell,max-overgrowth
weepinbell,max-ooze
weepinbell,max-mindstorm
weepinbell,max-darkness
weepinbell,max-guard
victreebel,max-strike
victreebel,max-overgrowth
victreebel,max-ooze
victreebel,max-mindstorm
victreebel,max-flutterby
victreebel,max-darkness
victreebel,max-guard
tentacool,max-strike
tentacool,max-geyser
tentacool,max-overgrowth
tentacool,max-hailstorm
tentacool,max-ooze
tentacool,max-mindstorm
tentacool,max-phantasm
tentacool,max-darkness
tentacool,max-starfall
tentacool,max-guard
tentacruel,max-strike
tentacruel,max-geyser
tentacruel,max-overgrowth
tentacruel,max-hailstorm
tentacruel,max-ooze
tentacruel,max-mindstorm
tentacruel,max-darkness
tentacruel,max-starfall
tentacruel,max-guard
geodude,max-strike
geodude,max-flare
geodude,max-lightning
geodude,max-knuckle
geodude,max-ooze
geodude,max-quake
geodude,max-mindstorm
geodude,max-rockfall
geodude,max-phantasm
geodude,max-steelspike
geodude,max-guard
geodude-alola,max-strike
geodude-alola,max-flare
geodude-alola,max-lightning
geodude-alola,max-knuckle
geodude-alola,max-ooze
geodude-alola,max-quake
geodude-alola,max-mindstorm
geodude-alola,max-rockfall
geodude-alola,max-phantasm
geodude-alola,max-steelspike
geodude-alola,max-guard
graveler,max-strike
graveler,max-flare
graveler,max-lightning
